Date,Price,Open,High,Low,Vol.,Change %
08/03/2016,641.00,641.00,641.00,641.00,,-0.62%
08/04/2016,636.00,636.00,636.00,636.00,,-0.78%
08/05/2016,636.00,636.00,636.00,636.00,,0.00%
08/08/2016,636.00,636.00,636.00,636.00,,0.00%
08/09/2016,631.00,631.00,631.00,631.00,,-0.79%
08/10/2016,638.00,638.00,638.00,638.00,,1.11%
08/11/2016,653.00,653.00,653.00,653.00,,2.35%
08/12/2016,671.00,671.00,671.00,671.00,,2.76%
08/15/2016,681.00,681.00,681.00,681.00,,1.49%
08/16/2016,687.00,687.00,687.00,687.00,,0.88%
08/17/2016,685.00,685.00,685.00,685.00,,-0.29%
08/18/2016,682.00,682.00,682.00,682.00,,-0.44%
08/19/2016,683.00,683.00,683.00,683.00,,0.15%
08/22/2016,687.00,687.00,687.00,687.00,,0.59%
08/23/2016,692.00,692.00,692.00,692.00,,0.73%
08/24/2016,706.00,706.00,706.00,706.00,,2.02%
08/25/2016,718.00,718.00,718.00,718.00,,1.70%
08/26/2016,720.00,720.00,720.00,720.00,,0.28%
08/30/2016,715.00,715.00,715.00,715.00,,-0.69%
08/31/2016,711.00,711.00,711.00,711.00,,-0.56%
09/01/2016,712.00,712.00,712.00,712.00,,0.14%
09/02/2016,720.00,720.00,720.00,720.00,,1.12%
09/05/2016,724.00,724.00,724.00,724.00,,0.56%
09/06/2016,745.00,745.00,745.00,745.00,,2.90%
09/07/2016,773.00,773.00,773.00,773.00,,3.76%
09/08/2016,792.00,792.00,792.00,792.00,,2.46%
09/09/2016,804.00,804.00,804.00,804.00,,1.52%
09/12/2016,804.00,804.00,804.00,804.00,,0.00%
09/13/2016,796.00,796.00,796.00,796.00,,-1.00%
09/14/2016,756.00,756.00,756.00,756.00,,-5.03%
09/15/2016,764.00,764.00,764.00,764.00,,1.06%
09/16/2016,800.00,800.00,800.00,800.00,,4.71%
09/19/2016,836.00,836.00,836.00,836.00,,4.50%
09/20/2016,865.00,865.00,865.00,865.00,,3.47%
09/21/2016,903.00,903.00,903.00,903.00,,4.39%
09/22/2016,937.00,937.00,937.00,937.00,,3.77%
09/23/2016,941.00,941.00,941.00,941.00,,0.43%
09/26/2016,934.00,934.00,934.00,934.00,,-0.74%
09/27/2016,930.00,930.00,930.00,930.00,,-0.43%
09/28/2016,912.00,912.00,912.00,912.00,,-1.94%
09/29/2016,888.00,888.00,888.00,888.00,,-2.63%
09/30/2016,875.00,875.00,875.00,875.00,,-1.46%
10/03/2016,864.00,864.00,864.00,864.00,,-1.26%
10/04/2016,860.00,860.00,860.00,860.00,,-0.46%
10/05/2016,869.00,869.00,869.00,869.00,,1.05%
10/06/2016,915.00,915.00,915.00,915.00,,5.29%
10/07/2016,921.00,921.00,921.00,921.00,,0.66%
10/10/2016,922.00,922.00,922.00,922.00,,0.11%
10/11/2016,922.00,922.00,922.00,922.00,,0.00%
10/12/2016,906.00,906.00,906.00,906.00,,-1.74%
10/13/2016,885.00,885.00,885.00,885.00,,-2.32%
10/14/2016,892.00,892.00,892.00,892.00,,0.79%
10/17/2016,894.00,894.00,894.00,894.00,,0.22%
10/18/2016,890.00,890.00,890.00,890.00,,-0.45%
10/19/2016,872.00,872.00,872.00,872.00,,-2.02%
10/20/2016,849.00,849.00,849.00,849.00,,-2.64%
10/21/2016,842.00,842.00,842.00,842.00,,-0.82%
10/24/2016,831.00,831.00,831.00,831.00,,-1.31%
10/25/2016,813.00,813.00,813.00,813.00,,-2.17%
10/26/2016,802.00,802.00,802.00,802.00,,-1.35%
10/27/2016,798.00,798.00,798.00,798.00,,-0.50%
10/28/2016,834.00,834.00,834.00,834.00,,4.51%
10/31/2016,857.00,857.00,857.00,857.00,,2.76%
11/01/2016,838.00,838.00,838.00,838.00,,-2.22%
11/02/2016,834.00,834.00,834.00,834.00,,-0.48%
11/03/2016,849.00,849.00,849.00,849.00,,1.80%
11/04/2016,855.00,855.00,855.00,855.00,,0.71%
11/07/2016,870.00,870.00,870.00,870.00,,1.75%
11/08/2016,911.00,911.00,911.00,911.00,,4.71%
11/09/2016,954.00,954.00,954.00,954.00,,4.72%
11/10/2016,974.00,974.00,974.00,974.00,,2.10%
11/11/2016,"1,045.00","1,045.00","1,045.00","1,045.00",,7.29%
11/14/2016,"1,065.00","1,065.00","1,065.00","1,065.00",,1.91%
11/15/2016,"1,084.00","1,084.00","1,084.00","1,084.00",,1.78%
11/16/2016,"1,145.00","1,145.00","1,145.00","1,145.00",,5.63%
11/17/2016,"1,231.00","1,231.00","1,231.00","1,231.00",,7.51%
11/18/2016,"1,257.00","1,257.00","1,257.00","1,257.00",,2.11%
11/21/2016,"1,240.00","1,240.00","1,240.00","1,240.00",,-1.35%
11/22/2016,"1,232.00","1,232.00","1,232.00","1,232.00",,-0.65%
11/23/2016,"1,224.00","1,224.00","1,224.00","1,224.00",,-0.65%
11/24/2016,"1,201.00","1,201.00","1,201.00","1,201.00",,-1.88%
11/25/2016,"1,181.00","1,181.00","1,181.00","1,181.00",,-1.67%
11/28/2016,"1,184.00","1,184.00","1,184.00","1,184.00",,0.25%
11/29/2016,"1,202.00","1,202.00","1,202.00","1,202.00",,1.52%
11/30/2016,"1,204.00","1,204.00","1,204.00","1,204.00",,0.17%
12/01/2016,"1,196.00","1,196.00","1,196.00","1,196.00",,-0.66%
12/02/2016,"1,198.00","1,198.00","1,198.00","1,198.00",,0.17%
12/05/2016,"1,196.00","1,196.00","1,196.00","1,196.00",,-0.17%
12/06/2016,"1,186.00","1,186.00","1,186.00","1,186.00",,-0.84%
12/07/2016,"1,162.00","1,162.00","1,162.00","1,162.00",,-2.02%
12/08/2016,"1,122.00","1,122.00","1,122.00","1,122.00",,-3.44%
12/09/2016,"1,090.00","1,090.00","1,090.00","1,090.00",,-2.85%
12/12/2016,"1,069.00","1,069.00","1,069.00","1,069.00",,-1.93%
12/13/2016,"1,052.00","1,052.00","1,052.00","1,052.00",,-1.59%
12/14/2016,"1,003.00","1,003.00","1,003.00","1,003.00",,-4.66%
12/15/2016,966.00,966.00,966.00,966.00,,-3.69%
12/16/2016,946.00,946.00,946.00,946.00,,-2.07%
12/19/2016,927.00,926.00,927.00,926.00,,-2.01%
12/20/2016,914.00,914.00,914.00,914.00,,-1.40%
12/21/2016,926.00,926.00,926.00,926.00,,1.31%
12/22/2016,928.00,928.00,928.00,928.00,,0.22%
12/23/2016,961.00,961.00,961.00,961.00,,3.56%
01/03/2017,953.00,953.00,953.00,953.00,,-0.83%
01/04/2017,969.00,969.00,969.00,969.00,,1.68%
01/05/2017,983.00,983.00,983.00,983.00,,1.44%
01/06/2017,963.00,963.00,963.00,963.00,,-2.03%
01/09/2017,949.00,949.00,949.00,949.00,,-1.45%
01/10/2017,926.00,926.00,926.00,926.00,,-2.42%
01/11/2017,894.00,894.00,894.00,894.00,,-3.46%
01/12/2017,892.00,892.00,892.00,892.00,,-0.22%
01/13/2017,910.00,910.00,910.00,910.00,,2.02%
01/16/2017,925.00,925.00,925.00,925.00,,1.65%
01/17/2017,922.00,922.00,922.00,922.00,,-0.32%
01/18/2017,952.00,952.00,952.00,952.00,,3.25%
01/19/2017,942.00,942.00,942.00,942.00,,-1.05%
01/20/2017,925.00,925.00,925.00,925.00,,-1.80%
01/23/2017,914.00,914.00,914.00,914.00,,-1.19%
01/24/2017,886.00,886.00,886.00,886.00,,-3.06%
01/25/2017,862.00,862.00,862.00,862.00,,-2.71%
01/26/2017,840.00,840.00,840.00,840.00,,-2.55%
01/27/2017,827.00,827.00,827.00,827.00,,-1.55%
01/30/2017,816.00,816.00,816.00,816.00,,-1.33%
01/31/2017,800.00,800.00,800.00,800.00,,-1.96%
02/01/2017,786.00,786.00,786.00,786.00,,-1.75%
02/02/2017,770.00,770.00,770.00,770.00,,-2.04%
02/03/2017,752.00,752.00,752.00,752.00,,-2.34%
02/06/2017,735.00,735.00,735.00,735.00,,-2.26%
02/07/2017,714.00,714.00,714.00,714.00,,-2.86%
02/08/2017,702.00,702.00,702.00,702.00,,-1.68%
02/09/2017,707.00,707.00,707.00,707.00,,0.71%
02/10/2017,702.00,702.00,702.00,702.00,,-0.71%
02/13/2017,688.00,688.00,688.00,688.00,,-1.99%
02/14/2017,685.00,685.00,685.00,685.00,,-0.44%
02/15/2017,688.00,688.00,688.00,688.00,,0.44%
02/16/2017,710.00,710.00,710.00,710.00,,3.20%
02/17/2017,741.00,741.00,741.00,741.00,,4.37%
02/20/2017,757.00,757.00,757.00,757.00,,2.16%
02/21/2017,778.00,778.00,778.00,778.00,,2.77%
02/22/2017,806.00,806.00,806.00,806.00,,3.60%
02/23/2017,856.00,856.00,856.00,856.00,,6.20%
02/24/2017,875.00,875.00,875.00,875.00,,2.22%
02/27/2017,878.00,878.00,878.00,878.00,,0.34%
02/28/2017,859.00,859.00,859.00,859.00,,-2.16%
03/01/2017,871.00,871.00,871.00,871.00,,1.40%
03/02/2017,904.00,904.00,904.00,904.00,,3.79%
03/03/2017,939.00,939.00,939.00,939.00,,3.87%
03/06/2017,979.00,979.00,979.00,979.00,,4.26%
03/07/2017,"1,033.00","1,033.00","1,033.00","1,033.00",,5.52%
03/08/2017,"1,045.00","1,045.00","1,045.00","1,045.00",,1.16%
03/09/2017,"1,064.00","1,064.00","1,064.00","1,064.00",,1.82%
03/10/2017,"1,086.00","1,086.00","1,086.00","1,086.00",,2.07%
03/13/2017,"1,099.00","1,099.00","1,099.00","1,099.00",,1.20%
03/14/2017,"1,112.00","1,112.00","1,112.00","1,112.00",,1.18%
03/15/2017,"1,147.00","1,147.00","1,147.00","1,147.00",,3.15%
03/16/2017,"1,172.00","1,172.00","1,172.00","1,172.00",,2.18%
03/17/2017,"1,196.00","1,196.00","1,196.00","1,196.00",,2.05%
03/20/2017,"1,205.00","1,205.00","1,205.00","1,205.00",,0.75%
03/21/2017,"1,200.00","1,200.00","1,200.00","1,200.00",,-0.41%
03/22/2017,"1,190.00","1,190.00","1,190.00","1,190.00",,-0.83%
03/23/2017,"1,196.00","1,196.00","1,196.00","1,196.00",,0.50%
03/24/2017,"1,240.00","1,240.00","1,240.00","1,240.00",,3.68%
03/27/2017,"1,282.00","1,282.00","1,282.00","1,282.00",,3.39%
03/28/2017,"1,333.00","1,333.00","1,333.00","1,333.00",,3.98%
03/29/2017,"1,338.00","1,338.00","1,338.00","1,338.00",,0.38%
03/30/2017,"1,324.00","1,324.00","1,324.00","1,324.00",,-1.05%
03/31/2017,"1,297.00","1,297.00","1,297.00","1,297.00",,-2.04%
04/03/2017,"1,282.00","1,282.00","1,282.00","1,282.00",,-1.16%
04/04/2017,"1,255.00","1,255.00","1,255.00","1,255.00",,-2.11%
04/05/2017,"1,223.00","1,223.00","1,223.00","1,223.00",,-2.55%
04/06/2017,"1,215.00","1,215.00","1,215.00","1,215.00",,-0.65%
04/07/2017,"1,223.00","1,223.00","1,223.00","1,223.00",,0.66%
04/10/2017,"1,231.00","1,231.00","1,231.00","1,231.00",,0.65%
04/11/2017,"1,262.00","1,262.00","1,262.00","1,262.00",,2.52%
04/12/2017,"1,282.00","1,282.00","1,282.00","1,282.00",,1.58%
04/13/2017,"1,296.00","1,296.00","1,296.00","1,296.00",,1.09%
04/18/2017,"1,294.00","1,294.00","1,294.00","1,294.00",,-0.15%
04/19/2017,"1,278.00","1,278.00","1,278.00","1,278.00",,-1.24%
04/20/2017,"1,243.00","1,243.00","1,243.00","1,243.00",,-2.74%
04/21/2017,"1,195.00","1,195.00","1,195.00","1,195.00",,-3.86%
04/24/2017,"1,170.00","1,170.00","1,170.00","1,170.00",,-2.09%
04/25/2017,"1,154.00","1,154.00","1,154.00","1,154.00",,-1.37%
04/26/2017,"1,147.00","1,147.00","1,147.00","1,147.00",,-0.61%
04/27/2017,"1,134.00","1,134.00","1,134.00","1,134.00",,-1.13%
04/28/2017,"1,109.00","1,109.00","1,109.00","1,109.00",,-2.20%
05/02/2017,"1,073.00","1,073.00","1,073.00","1,073.00",,-3.25%
05/03/2017,"1,034.00","1,034.00","1,034.00","1,034.00",,-3.63%
05/04/2017,"1,004.00","1,004.00","1,004.00","1,004.00",,-2.90%
05/05/2017,994.00,994.00,994.00,994.00,,-1.00%
05/08/2017,"1,001.00","1,001.00","1,001.00","1,001.00",,0.70%
05/09/2017,"1,007.00","1,007.00","1,007.00","1,007.00",,0.60%
05/10/2017,"1,005.00","1,005.00","1,005.00","1,005.00",,-0.20%
05/11/2017,"1,012.00","1,012.00","1,012.00","1,012.00",,0.70%
05/12/2017,"1,014.00","1,014.00","1,014.00","1,014.00",,0.20%
05/15/2017,994.00,994.00,994.00,994.00,,-1.97%
05/16/2017,980.00,980.00,980.00,980.00,,-1.41%
05/17/2017,960.00,960.00,960.00,960.00,,-2.04%
05/18/2017,957.00,957.00,957.00,957.00,,-0.31%
05/19/2017,956.00,956.00,956.00,956.00,,-0.10%
05/22/2017,954.00,954.00,954.00,954.00,,-0.21%
05/23/2017,949.00,949.00,949.00,949.00,,-0.52%
05/24/2017,934.00,934.00,934.00,934.00,,-1.58%
05/25/2017,918.00,918.00,918.00,918.00,,-1.71%
05/26/2017,912.00,912.00,912.00,912.00,,-0.65%
05/30/2017,900.00,900.00,900.00,900.00,,-1.32%
05/31/2017,878.00,878.00,878.00,878.00,,-2.44%
06/01/2017,850.00,850.00,850.00,850.00,,-3.19%
06/02/2017,830.00,830.00,830.00,830.00,,-2.35%
06/05/2017,821.00,821.00,821.00,821.00,,-1.08%
06/06/2017,818.00,818.00,818.00,818.00,,-0.37%
06/07/2017,821.00,821.00,821.00,821.00,,0.37%
06/08/2017,824.00,824.00,824.00,824.00,,0.37%
06/09/2017,849.00,849.00,849.00,849.00,,3.03%
06/12/2017,870.00,870.00,870.00,870.00,,2.47%
06/13/2017,870.00,870.00,870.00,870.00,,0.00%
06/14/2017,865.00,865.00,865.00,865.00,,-0.57%
06/15/2017,855.00,855.00,855.00,855.00,,-1.16%
06/16/2017,851.00,851.00,851.00,851.00,,-0.47%
06/19/2017,848.00,848.00,848.00,848.00,,-0.35%
06/20/2017,847.00,847.00,847.00,847.00,,-0.12%
06/21/2017,844.00,844.00,844.00,844.00,,-0.35%
06/22/2017,855.00,855.00,855.00,855.00,,1.30%
06/23/2017,870.00,870.00,870.00,870.00,,1.75%
06/26/2017,884.00,884.00,884.00,884.00,,1.61%
06/27/2017,903.00,903.00,903.00,903.00,,2.15%
06/28/2017,929.00,929.00,929.00,929.00,,2.88%
06/29/2017,920.00,920.00,920.00,920.00,,-0.97%
06/30/2017,901.00,901.00,901.00,901.00,,-2.07%
07/03/2017,882.00,882.00,882.00,882.00,,-2.11%
07/04/2017,871.00,871.00,871.00,871.00,,-1.25%
07/05/2017,847.00,847.00,847.00,847.00,,-2.76%
07/06/2017,829.00,829.00,829.00,829.00,,-2.13%
07/07/2017,822.00,822.00,822.00,822.00,,-0.84%
07/10/2017,820.00,820.00,820.00,820.00,,-0.24%
07/11/2017,830.00,830.00,830.00,830.00,,1.22%
07/12/2017,859.00,859.00,859.00,859.00,,3.49%
07/13/2017,888.00,888.00,888.00,888.00,,3.38%
07/14/2017,900.00,900.00,900.00,900.00,,1.35%
07/17/2017,912.00,912.00,912.00,912.00,,1.33%
07/18/2017,932.00,932.00,932.00,932.00,,2.19%
07/19/2017,948.00,948.00,948.00,948.00,,1.72%
07/20/2017,964.00,964.00,964.00,964.00,,1.69%
07/21/2017,977.00,977.00,977.00,977.00,,1.35%
07/24/2017,977.00,977.00,977.00,977.00,,0.00%
07/25/2017,980.00,980.00,980.00,980.00,,0.31%
07/26/2017,968.00,968.00,968.00,968.00,,-1.22%
07/27/2017,942.00,942.00,942.00,942.00,,-2.69%
07/28/2017,933.00,933.00,933.00,933.00,,-0.96%
07/31/2017,946.00,946.00,946.00,946.00,,1.39%
08/01/2017,965.00,965.00,965.00,965.00,,2.01%
08/02/2017,993.00,993.00,993.00,993.00,,2.90%
08/03/2017,"1,023.00","1,023.00","1,023.00","1,023.00",,3.02%
08/04/2017,"1,032.00","1,032.00","1,032.00","1,032.00",,0.88%
08/07/2017,"1,036.00","1,036.00","1,036.00","1,036.00",,0.39%
08/08/2017,"1,038.00","1,038.00","1,038.00","1,038.00",,0.19%
08/09/2017,"1,050.00","1,050.00","1,050.00","1,050.00",,1.16%
08/10/2017,"1,092.00","1,092.00","1,092.00","1,092.00",,4.00%
08/11/2017,"1,138.00","1,138.00","1,138.00","1,138.00",,4.21%
08/14/2017,"1,155.00","1,155.00","1,155.00","1,155.00",,1.49%
08/15/2017,"1,169.00","1,169.00","1,169.00","1,169.00",,1.21%
08/16/2017,"1,207.00","1,207.00","1,207.00","1,207.00",,3.25%
08/17/2017,"1,247.00","1,247.00","1,247.00","1,247.00",,3.31%
08/18/2017,"1,260.00","1,260.00","1,260.00","1,260.00",,1.04%
08/21/2017,"1,266.00","1,266.00","1,266.00","1,266.00",,0.48%
08/22/2017,"1,249.00","1,249.00","1,249.00","1,249.00",,-1.34%
08/23/2017,"1,222.00","1,222.00","1,222.00","1,222.00",,-2.16%
08/24/2017,"1,200.00","1,200.00","1,200.00","1,200.00",,-1.80%
08/25/2017,"1,209.00","1,209.00","1,209.00","1,209.00",,0.75%
08/29/2017,"1,203.00","1,203.00","1,203.00","1,203.00",,-0.50%
08/30/2017,"1,181.00","1,181.00","1,181.00","1,181.00",,-1.83%
08/31/2017,"1,184.00","1,184.00","1,184.00","1,184.00",,0.25%
09/01/2017,"1,183.00","1,183.00","1,183.00","1,183.00",,-0.08%
09/04/2017,"1,187.00","1,187.00","1,187.00","1,187.00",,0.34%
09/05/2017,"1,215.00","1,215.00","1,215.00","1,215.00",,2.36%
09/06/2017,"1,250.00","1,250.00","1,250.00","1,250.00",,2.88%
09/07/2017,"1,296.00","1,296.00","1,296.00","1,296.00",,3.68%
09/08/2017,"1,332.00","1,332.00","1,332.00","1,332.00",,2.78%
09/11/2017,"1,355.00","1,355.00","1,355.00","1,355.00",,1.73%
09/12/2017,"1,344.00","1,344.00","1,344.00","1,344.00",,-0.81%
09/13/2017,"1,337.00","1,337.00","1,337.00","1,337.00",,-0.52%
09/14/2017,"1,361.00","1,361.00","1,361.00","1,361.00",,1.80%
09/15/2017,"1,385.00","1,385.00","1,385.00","1,385.00",,1.76%
09/18/2017,"1,398.00","1,398.00","1,398.00","1,398.00",,0.94%
09/19/2017,"1,415.00","1,415.00","1,415.00","1,415.00",,1.22%
09/20/2017,"1,449.00","1,449.00","1,449.00","1,449.00",,2.40%
09/21/2017,"1,470.00","1,470.00","1,470.00","1,470.00",,1.45%
09/22/2017,"1,502.00","1,502.00","1,502.00","1,502.00",,2.18%
09/25/2017,"1,503.00","1,503.00","1,503.00","1,503.00",,0.07%
09/26/2017,"1,476.00","1,476.00","1,476.00","1,476.00",,-1.80%
09/27/2017,"1,429.00","1,429.00","1,429.00","1,429.00",,-3.18%
09/28/2017,"1,391.00","1,391.00","1,391.00","1,391.00",,-2.66%
09/29/2017,"1,356.00","1,356.00","1,356.00","1,356.00",,-2.52%
10/02/2017,"1,328.00","1,328.00","1,328.00","1,328.00",,-2.06%
10/03/2017,"1,308.00","1,308.00","1,308.00","1,308.00",,-1.51%
10/04/2017,"1,320.00","1,320.00","1,320.00","1,320.00",,0.92%
10/05/2017,"1,382.00","1,382.00","1,382.00","1,382.00",,4.70%
10/06/2017,"1,405.00","1,405.00","1,405.00","1,405.00",,1.66%
10/09/2017,"1,411.00","1,411.00","1,411.00","1,411.00",,0.43%
10/10/2017,"1,418.00","1,418.00","1,418.00","1,418.00",,0.50%
10/11/2017,"1,433.00","1,433.00","1,433.00","1,433.00",,1.06%
10/12/2017,"1,458.00","1,458.00","1,458.00","1,458.00",,1.74%
10/13/2017,"1,485.00","1,485.00","1,485.00","1,485.00",,1.85%
10/16/2017,"1,523.00","1,523.00","1,523.00","1,523.00",,2.56%
10/17/2017,"1,552.00","1,552.00","1,552.00","1,552.00",,1.90%
10/18/2017,"1,566.00","1,566.00","1,566.00","1,566.00",,0.90%
10/19/2017,"1,582.00","1,582.00","1,582.00","1,582.00",,1.02%
10/20/2017,"1,578.00","1,578.00","1,578.00","1,578.00",,-0.25%
10/23/2017,"1,586.00","1,586.00","1,586.00","1,586.00",,0.51%
10/24/2017,"1,588.00","1,588.00","1,588.00","1,588.00",,0.13%
10/25/2017,"1,573.00","1,573.00","1,573.00","1,573.00",,-0.94%
10/26/2017,"1,555.00","1,555.00","1,555.00","1,555.00",,-1.14%
10/27/2017,"1,546.00","1,546.00","1,546.00","1,546.00",,-0.58%
10/30/2017,"1,534.00","1,534.00","1,534.00","1,534.00",,-0.78%
10/31/2017,"1,522.00","1,522.00","1,522.00","1,522.00",,-0.78%
11/01/2017,"1,496.00","1,496.00","1,496.00","1,496.00",,-1.71%
11/02/2017,"1,482.00","1,482.00","1,482.00","1,482.00",,-0.94%
11/03/2017,"1,476.00","1,476.00","1,476.00","1,476.00",,-0.40%
11/06/2017,"1,473.00","1,473.00","1,473.00","1,473.00",,-0.20%
11/07/2017,"1,477.00","1,477.00","1,477.00","1,477.00",,0.27%
11/08/2017,"1,486.00","1,486.00","1,486.00","1,486.00",,0.61%
11/09/2017,"1,481.00","1,481.00","1,481.00","1,481.00",,-0.34%
11/10/2017,"1,464.00","1,464.00","1,464.00","1,464.00",,-1.15%
11/13/2017,"1,445.00","1,445.00","1,445.00","1,445.00",,-1.30%
11/14/2017,"1,405.00","1,405.00","1,405.00","1,405.00",,-2.77%
11/15/2017,"1,374.00","1,374.00","1,374.00","1,374.00",,-2.21%
11/16/2017,"1,361.00","1,361.00","1,361.00","1,361.00",,-0.95%
11/17/2017,"1,371.00","1,371.00","1,371.00","1,371.00",,0.73%
11/20/2017,"1,385.00","1,385.00","1,385.00","1,385.00",,1.02%
11/21/2017,"1,396.00","1,396.00","1,396.00","1,396.00",,0.79%
11/22/2017,"1,413.00","1,413.00","1,413.00","1,413.00",,1.22%
11/23/2017,"1,445.00","1,445.00","1,445.00","1,445.00",,2.26%
11/24/2017,"1,458.00","1,458.00","1,458.00","1,458.00",,0.90%
11/27/2017,"1,477.00","1,477.00","1,477.00","1,477.00",,1.30%
11/28/2017,"1,506.00","1,506.00","1,506.00","1,506.00",,1.96%
11/29/2017,"1,536.00","1,536.00","1,536.00","1,536.00",,1.99%
11/30/2017,"1,578.00","1,578.00","1,578.00","1,578.00",,2.73%
12/01/2017,"1,626.00","1,626.00","1,626.00","1,626.00",,3.04%
12/04/2017,"1,662.00","1,662.00","1,662.00","1,662.00",,2.21%
12/05/2017,"1,666.00","1,666.00","1,666.00","1,666.00",,0.24%
12/06/2017,"1,670.00","1,670.00","1,670.00","1,670.00",,0.24%
12/07/2017,"1,679.00","1,679.00","1,679.00","1,679.00",,0.54%
12/08/2017,"1,702.00","1,702.00","1,702.00","1,702.00",,1.37%
12/11/2017,"1,727.00","1,727.00","1,727.00","1,727.00",,1.47%
12/12/2017,"1,743.00","1,743.00","1,743.00","1,743.00",,0.93%
12/13/2017,"1,730.00","1,730.00","1,730.00","1,730.00",,-0.75%
12/14/2017,"1,668.00","1,668.00","1,668.00","1,668.00",,-3.58%
12/15/2017,"1,619.00","1,619.00","1,619.00","1,619.00",,-2.94%
12/18/2017,"1,588.00","1,588.00","1,588.00","1,588.00",,-1.91%
12/19/2017,"1,547.00","1,547.00","1,547.00","1,547.00",,-2.58%
12/20/2017,"1,476.00","1,476.00","1,476.00","1,476.00",,-4.59%
12/21/2017,"1,430.00","1,430.00","1,430.00","1,430.00",,-3.12%
12/22/2017,"1,366.00","1,366.00","1,366.00","1,366.00",,-4.48%
01/02/2018,"1,230.00","1,230.00","1,230.00","1,230.00",,-9.96%
01/03/2018,"1,262.00","1,262.00","1,262.00","1,262.00",,2.60%
01/04/2018,"1,341.00","1,341.00","1,341.00","1,341.00",,6.26%
01/05/2018,"1,371.00","1,371.00","1,371.00","1,371.00",,2.24%
01/08/2018,"1,385.00","1,385.00","1,385.00","1,385.00",,1.02%
01/09/2018,"1,395.00","1,395.00","1,395.00","1,395.00",,0.72%
01/10/2018,"1,366.00","1,366.00","1,366.00","1,366.00",,-2.08%
01/11/2018,"1,303.00","1,303.00","1,303.00","1,303.00",,-4.61%
01/12/2018,"1,279.00","1,279.00","1,279.00","1,279.00",,-1.84%
01/15/2018,"1,264.00","1,264.00","1,264.00","1,264.00",,-1.17%
01/16/2018,"1,221.00","1,221.00","1,221.00","1,221.00",,-3.40%
01/17/2018,"1,164.00","1,164.00","1,164.00","1,164.00",,-4.67%
01/18/2018,"1,139.00","1,139.00","1,139.00","1,139.00",,-2.15%
01/19/2018,"1,125.00","1,125.00","1,125.00","1,125.00",,-1.23%
01/22/2018,"1,129.00","1,129.00","1,129.00","1,129.00",,0.36%
01/23/2018,"1,157.00","1,157.00","1,157.00","1,157.00",,2.48%
01/24/2018,"1,200.00","1,200.00","1,200.00","1,200.00",,3.72%
01/25/2018,"1,217.00","1,217.00","1,217.00","1,217.00",,1.42%
01/26/2018,"1,219.00","1,219.00","1,219.00","1,219.00",,0.16%
01/29/2018,"1,214.00","1,214.00","1,214.00","1,214.00",,-0.41%
01/30/2018,"1,191.00","1,191.00","1,191.00","1,191.00",,-1.89%
01/31/2018,"1,152.00","1,152.00","1,152.00","1,152.00",,-3.27%
02/01/2018,"1,114.00","1,114.00","1,114.00","1,114.00",,-3.30%
02/02/2018,"1,095.00","1,095.00","1,095.00","1,095.00",,-1.71%
02/05/2018,"1,082.00","1,082.00","1,082.00","1,082.00",,-1.19%
02/06/2018,"1,095.00","1,095.00","1,095.00","1,095.00",,1.20%
02/07/2018,"1,097.00","1,097.00","1,097.00","1,097.00",,0.18%
02/08/2018,"1,106.00","1,106.00","1,106.00","1,106.00",,0.82%
02/09/2018,"1,125.00","1,125.00","1,125.00","1,125.00",,1.72%
02/12/2018,"1,123.00","1,123.00","1,123.00","1,123.00",,-0.18%
02/13/2018,"1,114.00","1,114.00","1,114.00","1,114.00",,-0.80%
02/14/2018,"1,095.00","1,095.00","1,095.00","1,095.00",,-1.71%
02/15/2018,"1,089.00","1,089.00","1,089.00","1,089.00",,-0.55%
02/16/2018,"1,084.00","1,084.00","1,084.00","1,084.00",,-0.46%
02/19/2018,"1,087.00","1,087.00","1,087.00","1,087.00",,0.28%
02/20/2018,"1,117.00","1,117.00","1,117.00","1,117.00",,2.76%
02/21/2018,"1,146.00","1,146.00","1,146.00","1,146.00",,2.60%
02/22/2018,"1,167.00","1,167.00","1,167.00","1,167.00",,1.83%
02/23/2018,"1,185.00","1,185.00","1,185.00","1,185.00",,1.54%
02/26/2018,"1,191.00","1,191.00","1,191.00","1,191.00",,0.51%
02/27/2018,"1,188.00","1,188.00","1,188.00","1,188.00",,-0.25%
02/28/2018,"1,192.00","1,192.00","1,192.00","1,192.00",,0.34%
03/01/2018,"1,196.00","1,196.00","1,196.00","1,196.00",,0.34%
03/02/2018,"1,207.00","1,207.00","1,207.00","1,207.00",,0.92%
03/05/2018,"1,210.00","1,210.00","1,210.00","1,210.00",,0.25%
03/06/2018,"1,212.00","1,212.00","1,212.00","1,212.00",,0.17%
03/07/2018,"1,191.00","1,191.00","1,191.00","1,191.00",,-1.73%
03/08/2018,"1,197.00","1,197.00","1,197.00","1,197.00",,0.50%
03/09/2018,"1,201.00","1,201.00","1,201.00","1,201.00",,0.33%
03/12/2018,"1,192.00","1,192.00","1,192.00","1,192.00",,-0.75%
03/13/2018,"1,179.00","1,179.00","1,179.00","1,179.00",,-1.09%
03/14/2018,"1,169.00","1,169.00","1,169.00","1,169.00",,-0.85%
03/15/2018,"1,150.00","1,150.00","1,150.00","1,150.00",,-1.63%
03/16/2018,"1,143.00","1,143.00","1,143.00","1,143.00",,-0.61%
